name,creationYear,duration,original,description,topics
Beautiful Love,2003,2:58,True,"Beautiful Love is a song that With its haunting lyrics, the song captures the essence of introspection.","['Jazz', 'Relax']"
Lonely without a Sky,2014,2:26,False,Lonely without a Sky is a song that This piece reflects the deep themes of life and love.,"['Hip-Hop', 'Energetic']"
Love beyond the Moon,1985,3:18,False,Love beyond the Moon is a song that This piece reflects the deep themes of life and love.,"['Jazz', 'Relax']"
Sunrise beyond the Night,1998,5:27,False,Sunrise beyond the Night is a song that Evokes the essence of first experiences.,"['Rock', 'Sad']"
First under the Sunrise,2009,2:42,True,First under the Sunrise is a song that Evokes the essence of happy experiences.,"['Jazz', 'Relax']"
Last Love,1986,2:40,True,Last Love is a song that An anthem that resonates with the feeling of sky.,"['Pop', 'Love']"
Eternal Heart,1989,3:49,True,Eternal Heart is a song that This piece reflects the deep themes of life and love.,"['Pop', 'Love']"
Final in the Moon,2020,5:44,False,Final in the Moon is a song that Evokes the essence of lonely experiences.,"['Pop', 'Love']"
Final beyond the Moon,2011,5:38,False,Final beyond the Moon is a song that An anthem that resonates with the feeling of dream.,"['Jazz', 'Relax']"
Happy Love,2013,2:52,False,Happy Love is a song that This piece reflects the deep themes of life and love.,"['Pop', 'Love']"
Dream of the Heart,2007,4:46,True,Dream of the Heart is a song that The track expresses emotions through its rhythmic melody.,"['Pop', 'Love']"
Sky to the Sky,1994,5:51,False,Sky to the Sky is a song that A soulful composition that explores the complexity of moon.,"['Pop', 'Love']"
Final Day,2009,4:32,True,"Final Day is a song that With its haunting lyrics, the song captures the essence of introspection.","['Rock', 'Sad']"
Broken Sky,2016,2:45,False,"Broken Sky is a song that With its haunting lyrics, the song captures the essence of introspection.","['Jazz', 'Relax']"
Beautiful Sunset,2008,2:42,True,Beautiful Sunset is a song that A soulful composition that explores the complexity of moon.,"['Jazz', 'Relax']"
Eternal Dream,2001,5:33,True,"Eternal Dream is a song that With its haunting lyrics, the song captures the essence of introspection.","['Hip-Hop', 'Energetic']"
Bright to the Heart,1983,5:10,False,Bright to the Heart is a song that Evokes the essence of beautiful experiences.,"['Jazz', 'Relax']"
Day for a Moon,1999,2:49,True,Day for a Moon is a song that An anthem that resonates with the feeling of dream.,"['Rock', 'Sad']"
Sunrise to the Moon,2011,4:57,False,Sunrise to the Moon is a song that The track expresses emotions through its rhythmic melody.,"['Jazz', 'Relax']"
Last Night,2015,2:10,True,"Last Night is a song that With its haunting lyrics, the song captures the essence of introspection.","['Rock', 'Sad']"
Night without a Day,1983,5:17,False,"Night without a Day is a song that With its haunting lyrics, the song captures the essence of introspection.","['Rock', 'Sad']"
Moon without a Dream,2006,3:47,False,Moon without a Dream is a song that This piece reflects the deep themes of life and love.,"['Jazz', 'Relax']"
Broken Star,1996,4:09,True,Broken Star is a song that The track expresses emotions through its rhythmic melody.,"['Hip-Hop', 'Energetic']"
Eternal Sunset,1991,3:37,False,"Eternal Sunset is a song that With its haunting lyrics, the song captures the essence of introspection.","['Pop', 'Love']"
Broken Star,2001,4:18,True,Broken Star is a song that The track expresses emotions through its rhythmic melody.,"['Pop', 'Love']"
Beautiful for a Love,1996,5:58,False,Beautiful for a Love is a song that An anthem that resonates with the feeling of night.,"['Jazz', 'Relax']"
Sunrise of the Star,1989,4:12,False,Sunrise of the Star is a song that This piece reflects the deep themes of life and love.,"['Jazz', 'Relax']"
Happy in the Sunset,1980,5:45,False,Happy in the Sunset is a song that The track expresses emotions through its rhythmic melody.,"['Rock', 'Sad']"
Sunset of the Moon,2001,4:09,False,"Sunset of the Moon is a song that With its haunting lyrics, the song captures the essence of introspection.","['Jazz', 'Relax']"
Broken Night,2005,3:00,True,Broken Night is a song that This piece reflects the deep themes of life and love.,"['Rock', 'Sad']"
Bright Sky,1997,4:55,False,Bright Sky is a song that This piece reflects the deep themes of life and love.,"['Hip-Hop', 'Energetic']"
Dark of the Heart,1993,4:45,False,"Dark of the Heart is a song that With its haunting lyrics, the song captures the essence of introspection.","['Jazz', 'Relax']"
Happy Sunset,2008,5:50,True,Happy Sunset is a song that Evokes the essence of bright experiences.,"['Pop', 'Love']"
Night in the Dream,1991,3:41,True,"Night in the Dream is a song that With its haunting lyrics, the song captures the essence of introspection.","['Pop', 'Love']"
First beyond the Night,2015,2:08,True,First beyond the Night is a song that This piece reflects the deep themes of life and love.,"['Jazz', 'Relax']"
Last Moon,2014,2:05,True,Last Moon is a song that The track expresses emotions through its rhythmic melody.,"['Rock', 'Sad']"
Broken Sunset,1991,4:24,True,"Broken Sunset is a song that With its haunting lyrics, the song captures the essence of introspection.","['Pop', 'Love']"
Final Dream,1986,4:48,True,Final Dream is a song that This piece reflects the deep themes of life and love.,"['Rock', 'Sad']"
Star to the Night,2008,5:27,False,Star to the Night is a song that Evokes the essence of final experiences.,"['Jazz', 'Relax']"
Final of the Night,1990,2:53,True,Final of the Night is a song that Evokes the essence of dark experiences.,"['Jazz', 'Relax']"
Happy Dream,2012,2:08,False,Happy Dream is a song that An anthem that resonates with the feeling of night.,"['Pop', 'Love']"
Beautiful under the Love,1985,3:55,True,Beautiful under the Love is a song that This piece reflects the deep themes of life and love.,"['Jazz', 'Relax']"
Love without a Love,1994,4:20,False,"Love without a Love is a song that With its haunting lyrics, the song captures the essence of introspection.","['Hip-Hop', 'Energetic']"
Star in the Night,2011,3:57,False,Star in the Night is a song that An anthem that resonates with the feeling of star.,"['Hip-Hop', 'Energetic']"
Broken Dream,1990,4:58,False,Broken Dream is a song that Evokes the essence of final experiences.,"['Pop', 'Love']"
Bright Day,2002,5:37,True,Bright Day is a song that The track expresses emotions through its rhythmic melody.,"['Hip-Hop', 'Energetic']"
Dark Love,2005,3:39,True,Dark Love is a song that A soulful composition that explores the complexity of day.,"['Rock', 'Sad']"
Eternal Love,2013,5:49,True,Eternal Love is a song that The track expresses emotions through its rhythmic melody.,"['Pop', 'Love']"
Lonely without a Night,2013,5:42,True,Lonely without a Night is a song that Evokes the essence of beautiful experiences.,"['Pop', 'Love']"
Final under the Moon,2008,2:14,False,Final under the Moon is a song that The track expresses emotions through its rhythmic melody.,"['Rock', 'Sad']"
Lonely Moon,1983,5:17,True,Lonely Moon is a song that An anthem that resonates with the feeling of star.,"['Hip-Hop', 'Energetic']"
Beautiful of the Love,1996,3:21,False,Beautiful of the Love is a song that An anthem that resonates with the feeling of love.,"['Hip-Hop', 'Energetic']"
Eternal Night,2014,5:10,False,"Eternal Night is a song that With its haunting lyrics, the song captures the essence of introspection.","['Hip-Hop', 'Energetic']"
Dark beyond the Sunrise,1992,3:56,True,Dark beyond the Sunrise is a song that An anthem that resonates with the feeling of sunset.,"['Pop', 'Love']"
Love in the Moon,2020,2:03,True,Love in the Moon is a song that A soulful composition that explores the complexity of star.,"['Pop', 'Love']"
Dark Sky,2018,3:06,True,Dark Sky is a song that A soulful composition that explores the complexity of star.,"['Hip-Hop', 'Energetic']"
Happy Sky,1994,2:42,False,Happy Sky is a song that A soulful composition that explores the complexity of sky.,"['Jazz', 'Relax']"
Lonely to the Sunrise,2008,3:23,True,Lonely to the Sunrise is a song that This piece reflects the deep themes of life and love.,"['Hip-Hop', 'Energetic']"
Bright Star,2008,5:27,False,Bright Star is a song that This piece reflects the deep themes of life and love.,"['Rock', 'Sad']"
Happy Night,1990,4:00,True,Happy Night is a song that This piece reflects the deep themes of life and love.,"['Pop', 'Love']"
Sunset to the Sunset,2011,4:02,False,Sunset to the Sunset is a song that A soulful composition that explores the complexity of dream.,"['Rock', 'Sad']"
Heart beyond the Sunrise,1981,3:37,True,"Heart beyond the Sunrise is a song that With its haunting lyrics, the song captures the essence of introspection.","['Rock', 'Sad']"
Bright for a Love,1993,3:56,True,Bright for a Love is a song that The track expresses emotions through its rhythmic melody.,"['Pop', 'Love']"
Eternal under the Heart,1999,2:37,False,Eternal under the Heart is a song that A soulful composition that explores the complexity of moon.,"['Jazz', 'Relax']"
Love under the Dream,2001,3:20,True,Love under the Dream is a song that The track expresses emotions through its rhythmic melody.,"['Hip-Hop', 'Energetic']"
Moon for a Sunrise,1990,5:28,True,Moon for a Sunrise is a song that An anthem that resonates with the feeling of heart.,"['Rock', 'Sad']"
Sunset in the Sunrise,2006,2:48,True,Sunset in the Sunrise is a song that A soulful composition that explores the complexity of star.,"['Pop', 'Love']"
Last of the Day,1982,3:27,True,Last of the Day is a song that This piece reflects the deep themes of life and love.,"['Rock', 'Sad']"
Sky to the Sky,1996,2:49,True,"Sky to the Sky is a song that With its haunting lyrics, the song captures the essence of introspection.","['Hip-Hop', 'Energetic']"
First beyond the Love,2023,4:02,True,First beyond the Love is a song that A soulful composition that explores the complexity of sunrise.,"['Jazz', 'Relax']"
Happy to the Love,2007,2:46,True,Happy to the Love is a song that The track expresses emotions through its rhythmic melody.,"['Jazz', 'Relax']"
First Sunrise,2008,5:18,False,First Sunrise is a song that This piece reflects the deep themes of life and love.,"['Jazz', 'Relax']"
Beautiful to the Moon,2000,4:03,False,Beautiful to the Moon is a song that A soulful composition that explores the complexity of dream.,"['Pop', 'Love']"
Dark to the Night,1995,2:00,True,Dark to the Night is a song that An anthem that resonates with the feeling of day.,"['Pop', 'Love']"
Heart in the Dream,2016,5:11,True,Heart in the Dream is a song that Evokes the essence of bright experiences.,"['Jazz', 'Relax']"
Last Sky,1999,5:26,True,Last Sky is a song that Evokes the essence of broken experiences.,"['Hip-Hop', 'Energetic']"
Dream to the Love,1985,5:41,False,Dream to the Love is a song that The track expresses emotions through its rhythmic melody.,"['Hip-Hop', 'Energetic']"
Love of the Star,1998,4:24,False,Love of the Star is a song that The track expresses emotions through its rhythmic melody.,"['Pop', 'Love']"
Bright Love,1984,2:57,True,Bright Love is a song that The track expresses emotions through its rhythmic melody.,"['Jazz', 'Relax']"
Dark to the Dream,1982,5:23,False,Dark to the Dream is a song that Evokes the essence of dark experiences.,"['Hip-Hop', 'Energetic']"
Eternal Day,1980,2:44,True,Eternal Day is a song that A soulful composition that explores the complexity of sunset.,"['Hip-Hop', 'Energetic']"
Bright to the Sunset,2017,4:45,True,Bright to the Sunset is a song that Evokes the essence of first experiences.,"['Hip-Hop', 'Energetic']"
Bright without a Sky,1994,5:54,True,Bright without a Sky is a song that This piece reflects the deep themes of life and love.,"['Pop', 'Love']"
Eternal Sunset,2013,5:04,True,Eternal Sunset is a song that The track expresses emotions through its rhythmic melody.,"['Jazz', 'Relax']"
Moon of the Moon,2014,5:45,False,Moon of the Moon is a song that An anthem that resonates with the feeling of love.,"['Rock', 'Sad']"
Lonely Night,2004,3:48,False,Lonely Night is a song that The track expresses emotions through its rhythmic melody.,"['Jazz', 'Relax']"
Night under the Sky,2003,3:57,True,Night under the Sky is a song that A soulful composition that explores the complexity of sunrise.,"['Jazz', 'Relax']"
Night beyond the Day,1991,4:15,False,"Night beyond the Day is a song that With its haunting lyrics, the song captures the essence of introspection.","['Pop', 'Love']"
Happy Sunrise,1997,2:48,False,Happy Sunrise is a song that Evokes the essence of final experiences.,"['Hip-Hop', 'Energetic']"
First without a Love,1994,2:08,True,"First without a Love is a song that With its haunting lyrics, the song captures the essence of introspection.","['Hip-Hop', 'Energetic']"
Dark Star,2023,3:50,False,Dark Star is a song that The track expresses emotions through its rhythmic melody.,"['Pop', 'Love']"
Love without a Love,1995,2:34,True,Love without a Love is a song that Evokes the essence of bright experiences.,"['Pop', 'Love']"
Broken beyond the Love,2006,4:21,True,"Broken beyond the Love is a song that With its haunting lyrics, the song captures the essence of introspection.","['Pop', 'Love']"
Broken Sky,1987,2:53,True,"Broken Sky is a song that With its haunting lyrics, the song captures the essence of introspection.","['Pop', 'Love']"
Happy Love,2004,2:41,True,Happy Love is a song that An anthem that resonates with the feeling of sky.,"['Pop', 'Love']"
Dark of the Star,1996,4:16,False,Dark of the Star is a song that This piece reflects the deep themes of life and love.,"['Rock', 'Sad']"
Beautiful Night,2008,5:22,True,Beautiful Night is a song that An anthem that resonates with the feeling of love.,"['Jazz', 'Relax']"
Eternal beyond the Night,1987,5:02,False,Eternal beyond the Night is a song that The track expresses emotions through its rhythmic melody.,"['Jazz', 'Relax']"
Sky in the Sky,1994,3:56,True,Sky in the Sky is a song that An anthem that resonates with the feeling of love.,"['Jazz', 'Relax']"
Happy Sunset,2006,4:21,True,Happy Sunset is a song that A soulful composition that explores the complexity of heart.,"['Hip-Hop', 'Energetic']"
Eternal beyond the Sky,1986,2:28,False,Eternal beyond the Sky is a song that An anthem that resonates with the feeling of dream.,"['Rock', 'Sad']"
Dark of the Moon,1982,4:36,True,Dark of the Moon is a song that The track expresses emotions through its rhythmic melody.,"['Jazz', 'Relax']"
Happy Dream,2008,4:12,False,"Happy Dream is a song that With its haunting lyrics, the song captures the essence of introspection.","['Hip-Hop', 'Energetic']"
Bright beyond the Sky,2023,5:45,False,Bright beyond the Sky is a song that The track expresses emotions through its rhythmic melody.,"['Rock', 'Sad']"
Last without a Sky,2003,5:46,True,Last without a Sky is a song that The track expresses emotions through its rhythmic melody.,"['Rock', 'Sad']"
Heart without a Star,1982,5:22,True,"Heart without a Star is a song that With its haunting lyrics, the song captures the essence of introspection.","['Hip-Hop', 'Energetic']"
Final Sunrise,1999,2:16,True,Final Sunrise is a song that An anthem that resonates with the feeling of heart.,"['Rock', 'Sad']"
Last of the Heart,1994,4:39,True,"Last of the Heart is a song that With its haunting lyrics, the song captures the essence of introspection.","['Hip-Hop', 'Energetic']"
Sunrise under the Day,2004,2:01,True,Sunrise under the Day is a song that An anthem that resonates with the feeling of sunrise.,"['Jazz', 'Relax']"
Beautiful Star,2009,2:05,True,"Beautiful Star is a song that With its haunting lyrics, the song captures the essence of introspection.","['Hip-Hop', 'Energetic']"
Final to the Sky,1993,5:17,False,Final to the Sky is a song that Evokes the essence of broken experiences.,"['Rock', 'Sad']"
Happy Love,1986,3:21,False,Happy Love is a song that A soulful composition that explores the complexity of sunset.,"['Jazz', 'Relax']"
Eternal under the Night,1996,3:32,True,"Eternal under the Night is a song that With its haunting lyrics, the song captures the essence of introspection.","['Jazz', 'Relax']"
First beyond the Dream,2023,3:16,False,First beyond the Dream is a song that An anthem that resonates with the feeling of sunset.,"['Pop', 'Love']"
Sunset to the Dream,1999,3:42,False,Sunset to the Dream is a song that Evokes the essence of dark experiences.,"['Pop', 'Love']"
Broken Day,2015,5:41,True,Broken Day is a song that This piece reflects the deep themes of life and love.,"['Rock', 'Sad']"
Beautiful Sky,1988,4:13,True,Beautiful Sky is a song that A soulful composition that explores the complexity of sky.,"['Hip-Hop', 'Energetic']"
Lonely Night,2017,3:09,False,Lonely Night is a song that An anthem that resonates with the feeling of sky.,"['Hip-Hop', 'Energetic']"
Bright Heart,2001,4:59,True,Bright Heart is a song that A soulful composition that explores the complexity of sunset.,"['Rock', 'Sad']"
Sky under the Star,1981,4:35,False,Sky under the Star is a song that Evokes the essence of first experiences.,"['Jazz', 'Relax']"
Final to the Love,2003,3:08,True,Final to the Love is a song that The track expresses emotions through its rhythmic melody.,"['Rock', 'Sad']"
Broken for a Heart,1987,3:27,False,"Broken for a Heart is a song that With its haunting lyrics, the song captures the essence of introspection.","['Rock', 'Sad']"
Moon to the Heart,1990,4:13,False,Moon to the Heart is a song that Evokes the essence of last experiences.,"['Jazz', 'Relax']"
Broken Moon,1992,4:54,False,"Broken Moon is a song that With its haunting lyrics, the song captures the essence of introspection.","['Hip-Hop', 'Energetic']"
Sky without a Dream,1996,4:53,False,Sky without a Dream is a song that A soulful composition that explores the complexity of sunset.,"['Rock', 'Sad']"
Heart for a Sunrise,1987,4:18,True,Heart for a Sunrise is a song that A soulful composition that explores the complexity of sunset.,"['Hip-Hop', 'Energetic']"
Last Love,2000,3:14,True,Last Love is a song that The track expresses emotions through its rhythmic melody.,"['Rock', 'Sad']"
Lonely Sunrise,1997,3:27,False,Lonely Sunrise is a song that An anthem that resonates with the feeling of heart.,"['Jazz', 'Relax']"
Lonely under the Night,2009,5:07,False,Lonely under the Night is a song that Evokes the essence of broken experiences.,"['Jazz', 'Relax']"
Happy of the Day,1997,4:08,True,Happy of the Day is a song that Evokes the essence of eternal experiences.,"['Pop', 'Love']"
Dark Sunrise,2010,4:32,True,"Dark Sunrise is a song that With its haunting lyrics, the song captures the essence of introspection.","['Jazz', 'Relax']"
Star under the Sunset,2017,3:32,False,Star under the Sunset is a song that Evokes the essence of bright experiences.,"['Pop', 'Love']"
Final beyond the Sunset,2011,4:02,False,Final beyond the Sunset is a song that An anthem that resonates with the feeling of heart.,"['Rock', 'Sad']"
Eternal in the Sunset,1990,3:39,False,Eternal in the Sunset is a song that This piece reflects the deep themes of life and love.,"['Hip-Hop', 'Energetic']"
Dream without a Sunrise,2004,4:41,False,Dream without a Sunrise is a song that The track expresses emotions through its rhythmic melody.,"['Jazz', 'Relax']"
Broken without a Star,2012,2:28,False,Broken without a Star is a song that This piece reflects the deep themes of life and love.,"['Jazz', 'Relax']"
Eternal Moon,2017,3:33,True,Eternal Moon is a song that An anthem that resonates with the feeling of sunrise.,"['Jazz', 'Relax']"
Star beyond the Moon,2020,4:12,False,Star beyond the Moon is a song that A soulful composition that explores the complexity of moon.,"['Rock', 'Sad']"
Star to the Sunset,1987,3:00,True,Star to the Sunset is a song that The track expresses emotions through its rhythmic melody.,"['Pop', 'Love']"
Lonely Night,1990,3:28,True,Lonely Night is a song that Evokes the essence of final experiences.,"['Rock', 'Sad']"
Heart without a Dream,2001,5:46,True,Heart without a Dream is a song that This piece reflects the deep themes of life and love.,"['Hip-Hop', 'Energetic']"
Lonely Moon,2003,2:47,False,Lonely Moon is a song that This piece reflects the deep themes of life and love.,"['Rock', 'Sad']"
Broken Sunset,2020,2:52,True,Broken Sunset is a song that An anthem that resonates with the feeling of heart.,"['Hip-Hop', 'Energetic']"
Dream under the Star,1996,5:28,True,Dream under the Star is a song that A soulful composition that explores the complexity of day.,"['Jazz', 'Relax']"
Bright Dream,1991,4:23,True,Bright Dream is a song that An anthem that resonates with the feeling of sunrise.,"['Hip-Hop', 'Energetic']"
Day in the Day,2011,3:16,True,Day in the Day is a song that A soulful composition that explores the complexity of sunset.,"['Hip-Hop', 'Energetic']"
Broken for a Day,1994,4:12,False,Broken for a Day is a song that The track expresses emotions through its rhythmic melody.,"['Pop', 'Love']"
First of the Sunset,1995,2:25,False,"First of the Sunset is a song that With its haunting lyrics, the song captures the essence of introspection.","['Hip-Hop', 'Energetic']"
Star of the Day,2001,2:02,True,"Star of the Day is a song that With its haunting lyrics, the song captures the essence of introspection.","['Hip-Hop', 'Energetic']"
Bright Day,2007,4:57,True,Bright Day is a song that This piece reflects the deep themes of life and love.,"['Rock', 'Sad']"
Last without a Star,1999,2:38,False,Last without a Star is a song that This piece reflects the deep themes of life and love.,"['Jazz', 'Relax']"
Day for a Night,2012,2:00,False,Day for a Night is a song that An anthem that resonates with the feeling of sky.,"['Rock', 'Sad']"
Eternal beyond the Night,1989,2:16,False,Eternal beyond the Night is a song that An anthem that resonates with the feeling of day.,"['Rock', 'Sad']"
Dark Moon,2019,4:24,True,Dark Moon is a song that The track expresses emotions through its rhythmic melody.,"['Jazz', 'Relax']"
Star for a Sunrise,2011,4:02,False,Star for a Sunrise is a song that Evokes the essence of happy experiences.,"['Jazz', 'Relax']"
Beautiful under the Sunset,2012,4:28,True,Beautiful under the Sunset is a song that Evokes the essence of lonely experiences.,"['Hip-Hop', 'Energetic']"
Happy for a Sky,1981,2:42,True,Happy for a Sky is a song that The track expresses emotions through its rhythmic melody.,"['Hip-Hop', 'Energetic']"
Star without a Star,2012,5:25,False,"Star without a Star is a song that With its haunting lyrics, the song captures the essence of introspection.","['Pop', 'Love']"
First Love,2012,5:15,True,First Love is a song that Evokes the essence of dark experiences.,"['Rock', 'Sad']"
Happy beyond the Moon,2020,2:53,False,Happy beyond the Moon is a song that The track expresses emotions through its rhythmic melody.,"['Jazz', 'Relax']"
Broken beyond the Star,1992,5:08,True,Broken beyond the Star is a song that This piece reflects the deep themes of life and love.,"['Hip-Hop', 'Energetic']"
Day of the Sunset,2009,5:55,False,Day of the Sunset is a song that Evokes the essence of lonely experiences.,"['Jazz', 'Relax']"
Bright without a Night,2012,2:28,True,Bright without a Night is a song that An anthem that resonates with the feeling of dream.,"['Hip-Hop', 'Energetic']"
Heart in the Day,1992,2:21,True,Heart in the Day is a song that The track expresses emotions through its rhythmic melody.,"['Pop', 'Love']"
Last of the Moon,2005,5:40,False,Last of the Moon is a song that A soulful composition that explores the complexity of love.,"['Pop', 'Love']"
Eternal Sunset,2001,4:43,False,Eternal Sunset is a song that The track expresses emotions through its rhythmic melody.,"['Jazz', 'Relax']"
Bright of the Heart,2018,4:53,False,"Bright of the Heart is a song that With its haunting lyrics, the song captures the essence of introspection.","['Pop', 'Love']"
Day in the Night,1981,2:06,False,Day in the Night is a song that Evokes the essence of last experiences.,"['Jazz', 'Relax']"
Beautiful Heart,2017,3:28,True,Beautiful Heart is a song that Evokes the essence of eternal experiences.,"['Hip-Hop', 'Energetic']"
Lonely of the Love,2018,4:18,False,Lonely of the Love is a song that A soulful composition that explores the complexity of heart.,"['Rock', 'Sad']"
Happy Moon,2005,3:40,False,Happy Moon is a song that A soulful composition that explores the complexity of moon.,"['Pop', 'Love']"
Star beyond the Day,1994,2:14,True,Star beyond the Day is a song that An anthem that resonates with the feeling of love.,"['Hip-Hop', 'Energetic']"
Sunrise without a Sunrise,2013,4:10,False,Sunrise without a Sunrise is a song that Evokes the essence of dark experiences.,"['Rock', 'Sad']"
Night to the Star,2021,2:45,False,Night to the Star is a song that An anthem that resonates with the feeling of sky.,"['Rock', 'Sad']"
Moon for a Day,2023,3:56,True,Moon for a Day is a song that Evokes the essence of eternal experiences.,"['Rock', 'Sad']"
Beautiful Moon,2019,5:17,False,"Beautiful Moon is a song that With its haunting lyrics, the song captures the essence of introspection.","['Hip-Hop', 'Energetic']"
Sunset without a Love,1990,4:47,False,Sunset without a Love is a song that The track expresses emotions through its rhythmic melody.,"['Hip-Hop', 'Energetic']"
Happy Sunset,1982,3:31,False,Happy Sunset is a song that Evokes the essence of bright experiences.,"['Jazz', 'Relax']"
Eternal under the Dream,1985,5:21,False,"Eternal under the Dream is a song that With its haunting lyrics, the song captures the essence of introspection.","['Rock', 'Sad']"
First Sky,1988,3:11,False,First Sky is a song that An anthem that resonates with the feeling of love.,"['Rock', 'Sad']"
Eternal to the Sunrise,1985,4:56,False,Eternal to the Sunrise is a song that Evokes the essence of first experiences.,"['Rock', 'Sad']"
Dream for a Moon,1988,5:35,True,Dream for a Moon is a song that Evokes the essence of last experiences.,"['Jazz', 'Relax']"
Broken to the Star,2018,4:27,False,Broken to the Star is a song that Evokes the essence of beautiful experiences.,"['Rock', 'Sad']"
Last Love,2010,5:56,True,Last Love is a song that This piece reflects the deep themes of life and love.,"['Hip-Hop', 'Energetic']"
Happy Heart,2011,2:44,True,"Happy Heart is a song that With its haunting lyrics, the song captures the essence of introspection.","['Rock', 'Sad']"
Dark Love,2020,3:01,True,"Dark Love is a song that With its haunting lyrics, the song captures the essence of introspection.","['Pop', 'Love']"
First Dream,1991,2:44,True,First Dream is a song that An anthem that resonates with the feeling of day.,"['Hip-Hop', 'Energetic']"
Final without a Sky,1987,3:14,False,Final without a Sky is a song that This piece reflects the deep themes of life and love.,"['Jazz', 'Relax']"
Night for a Star,1987,5:28,False,"Night for a Star is a song that With its haunting lyrics, the song captures the essence of introspection.","['Rock', 'Sad']"
Dream in the Day,2007,4:41,False,Dream in the Day is a song that Evokes the essence of beautiful experiences.,"['Pop', 'Love']"
Moon to the Day,1999,2:02,True,Moon to the Day is a song that This piece reflects the deep themes of life and love.,"['Jazz', 'Relax']"
First beyond the Star,1986,4:02,False,First beyond the Star is a song that A soulful composition that explores the complexity of star.,"['Jazz', 'Relax']"
Bright of the Love,1990,3:13,False,Bright of the Love is a song that This piece reflects the deep themes of life and love.,"['Hip-Hop', 'Energetic']"
Final Day,1999,5:39,False,Final Day is a song that This piece reflects the deep themes of life and love.,"['Jazz', 'Relax']"
Happy Day,1995,4:54,True,"Happy Day is a song that With its haunting lyrics, the song captures the essence of introspection.","['Jazz', 'Relax']"
Eternal beyond the Love,1983,3:03,True,Eternal beyond the Love is a song that An anthem that resonates with the feeling of love.,"['Jazz', 'Relax']"
Last Day,1985,4:59,False,Last Day is a song that The track expresses emotions through its rhythmic melody.,"['Jazz', 'Relax']"
Eternal beyond the Sunset,2001,5:10,True,Eternal beyond the Sunset is a song that Evokes the essence of last experiences.,"['Rock', 'Sad']"
Dream to the Dream,2005,3:30,True,Dream to the Dream is a song that An anthem that resonates with the feeling of heart.,"['Rock', 'Sad']"
Sunrise for a Love,1982,4:31,False,Sunrise for a Love is a song that The track expresses emotions through its rhythmic melody.,"['Rock', 'Sad']"
Eternal Sky,2020,4:29,True,Eternal Sky is a song that This piece reflects the deep themes of life and love.,"['Rock', 'Sad']"
Final to the Heart,2021,4:01,True,Final to the Heart is a song that A soulful composition that explores the complexity of sunrise.,"['Pop', 'Love']"
Sky for a Star,1993,3:48,False,Sky for a Star is a song that Evokes the essence of beautiful experiences.,"['Rock', 'Sad']"
Day in the Sunrise,1990,2:27,True,Day in the Sunrise is a song that This piece reflects the deep themes of life and love.,"['Jazz', 'Relax']"
Heart for a Day,1997,4:59,True,"Heart for a Day is a song that With its haunting lyrics, the song captures the essence of introspection.","['Rock', 'Sad']"
Last Night,1991,3:55,True,Last Night is a song that An anthem that resonates with the feeling of sunset.,"['Rock', 'Sad']"
First Sunrise,2002,4:47,True,First Sunrise is a song that This piece reflects the deep themes of life and love.,"['Hip-Hop', 'Energetic']"
First beyond the Star,1991,2:35,True,First beyond the Star is a song that This piece reflects the deep themes of life and love.,"['Jazz', 'Relax']"
Heart without a Love,1992,5:08,True,Heart without a Love is a song that Evokes the essence of eternal experiences.,"['Rock', 'Sad']"
Sunrise to the Love,2004,3:57,True,Sunrise to the Love is a song that An anthem that resonates with the feeling of sunset.,"['Rock', 'Sad']"
Eternal for a Sunrise,1998,2:47,True,Eternal for a Sunrise is a song that A soulful composition that explores the complexity of dream.,"['Rock', 'Sad']"
Day to the Heart,2015,2:38,False,Day to the Heart is a song that An anthem that resonates with the feeling of night.,"['Pop', 'Love']"
Broken for a Sky,1987,5:57,False,Broken for a Sky is a song that A soulful composition that explores the complexity of star.,"['Rock', 'Sad']"
Eternal without a Sunrise,2008,5:16,False,"Eternal without a Sunrise is a song that With its haunting lyrics, the song captures the essence of introspection.","['Hip-Hop', 'Energetic']"
Heart beyond the Sky,2011,4:36,False,Heart beyond the Sky is a song that An anthem that resonates with the feeling of moon.,"['Jazz', 'Relax']"
First Sunrise,2023,4:43,True,First Sunrise is a song that The track expresses emotions through its rhythmic melody.,"['Jazz', 'Relax']"
Last under the Sunset,1997,2:58,False,Last under the Sunset is a song that This piece reflects the deep themes of life and love.,"['Rock', 'Sad']"
Beautiful in the Love,1985,4:27,False,"Beautiful in the Love is a song that With its haunting lyrics, the song captures the essence of introspection.","['Rock', 'Sad']"
Night beyond the Day,1997,2:27,True,Night beyond the Day is a song that Evokes the essence of lonely experiences.,"['Rock', 'Sad']"
Dark without a Sunrise,1998,3:28,True,Dark without a Sunrise is a song that Evokes the essence of beautiful experiences.,"['Jazz', 'Relax']"
Eternal to the Sunrise,2001,3:16,True,Eternal to the Sunrise is a song that An anthem that resonates with the feeling of sky.,"['Jazz', 'Relax']"
Beautiful Sky,2016,5:22,True,"Beautiful Sky is a song that With its haunting lyrics, the song captures the essence of introspection.","['Pop', 'Love']"
Dark Sunset,2011,4:02,True,Dark Sunset is a song that A soulful composition that explores the complexity of moon.,"['Hip-Hop', 'Energetic']"
Eternal Heart,2020,2:25,False,Eternal Heart is a song that An anthem that resonates with the feeling of moon.,"['Pop', 'Love']"
